activity_id,week,location_id,co_share_group
A004,23,PLAT:ALP:H01:EB,p1
A004,23,PLAT:ALP:S03:EB,p1
A004,23,PLAT:ALP:S04:EB,p1
A004,23,SEC:ALP:S03_S04:EB,p1
A004,23,SEC:ALP:S04_H01:EB,p1
A006,2,PLAT:ALP:H01:WB,p1
A006,2,PLAT:ALP:H02:WB,p1
A006,2,PLAT:ALP:S03:WB,p1
A006,2,PLAT:ALP:S04:WB,p1
A006,2,SEC:ALP:H01_H02:WB,p1
A006,2,SEC:ALP:S03_S04:WB,p1
A006,2,SEC:ALP:S04_H01:WB,p1
A006,19,PLAT:ALP:H01:WB,p1
A006,19,PLAT:ALP:H02:WB,p1
A006,19,PLAT:ALP:S03:WB,p2
A006,19,PLAT:ALP:S04:WB,p2
A006,19,SEC:ALP:H01_H02:WB,p1
A006,19,SEC:ALP:S03_S04:WB,p1
A006,19,SEC:ALP:S04_H01:WB,p2
A007,15,PLAT:BET:H01:EB,p1
A007,15,PLAT:BET:H02:EB,p1
A007,15,SEC:BET:H01_H02:EB,p1
A007,16,PLAT:BET:H01:EB,p1
A007,16,PLAT:BET:H02:EB,p1
A007,16,SEC:BET:H01_H02:EB,p1
A007,17,PLAT:BET:H01:EB,p1
A007,17,PLAT:BET:H02:EB,p1
A007,17,SEC:BET:H01_H02:EB,p1
A007,18,PLAT:BET:H01:EB,p1
A007,18,PLAT:BET:H02:EB,p1
A007,18,SEC:BET:H01_H02:EB,p1
A007,19,PLAT:BET:H01:EB,p1
A007,19,PLAT:BET:H02:EB,p1
A007,19,SEC:BET:H01_H02:EB,p1
A007,21,PLAT:BET:H01:EB,p1
A007,21,PLAT:BET:H02:EB,p1
A007,21,SEC:BET:H01_H02:EB,p1
A008,16,PLAT:BET:S17:EB,p1
A008,16,PLAT:BET:S18:EB,p1
A008,16,SEC:BET:S17_S18:EB,p1
A008,18,PLAT:BET:S17:EB,p1
A008,18,PLAT:BET:S18:EB,p1
A008,18,SEC:BET:S17_S18:EB,p2
A008,20,PLAT:BET:S17:EB,p1
A008,20,PLAT:BET:S18:EB,p1
A008,20,SEC:BET:S17_S18:EB,p1
A008,22,PLAT:BET:S17:EB,p1
A008,22,PLAT:BET:S18:EB,p2
A008,22,SEC:BET:S17_S18:EB,p2
A009,2,PLAT:ALP:S05:EB,p1
A009,2,PLAT:ALP:S06:EB,p1
A009,2,SEC:ALP:S05_S06:EB,p1
A009,4,PLAT:ALP:S05:EB,p1
A009,4,PLAT:ALP:S06:EB,p1
A009,4,SEC:ALP:S05_S06:EB,p1
A009,5,PLAT:ALP:S05:EB,p1
A009,5,PLAT:ALP:S06:EB,p1
A009,5,SEC:ALP:S05_S06:EB,p1
A009,6,PLAT:ALP:S05:EB,p1
A009,6,PLAT:ALP:S06:EB,p1
A009,6,SEC:ALP:S05_S06:EB,p1
A009,7,PLAT:ALP:S05:EB,p1
A009,7,PLAT:ALP:S06:EB,p1
A009,7,SEC:ALP:S05_S06:EB,p1
A009,24,PLAT:ALP:S05:EB,p1
A009,24,PLAT:ALP:S06:EB,p1
A009,24,SEC:ALP:S05_S06:EB,p1
A009,25,PLAT:ALP:S05:EB,p1
A009,25,PLAT:ALP:S06:EB,p1
A009,25,SEC:ALP:S05_S06:EB,p1
A011,23,PLAT:BET:S15:EB,p2
A011,23,PLAT:BET:S16:EB,p1
A011,23,PLAT:BET:S17:EB,p1
A011,23,SEC:BET:S15_S16:EB,p2
A011,23,SEC:BET:S16_S17:EB,p1
A011,26,PLAT:BET:S15:EB,p1
A011,26,PLAT:BET:S16:EB,p1
A011,26,PLAT:BET:S17:EB,p1
A011,26,SEC:BET:S15_S16:EB,p1
A011,26,SEC:BET:S16_S17:EB,p1
A012,2,PLAT:BET:H01:WB,p1
A012,2,PLAT:BET:H02:WB,p1
A012,2,PLAT:BET:S15:WB,p1
A012,2,SEC:BET:H01_H02:WB,p1
A012,2,SEC:BET:H02_S15:WB,p1
A012,3,PLAT:BET:H01:WB,p1
A012,3,PLAT:BET:H02:WB,p1
A012,3,PLAT:BET:S15:WB,p1
A012,3,SEC:BET:H01_H02:WB,p1
A012,3,SEC:BET:H02_S15:WB,p1
A012,4,PLAT:BET:H01:WB,p1
A012,4,PLAT:BET:H02:WB,p1
A012,4,PLAT:BET:S15:WB,p1
A012,4,SEC:BET:H01_H02:WB,p1
A012,4,SEC:BET:H02_S15:WB,p1
A012,7,PLAT:BET:H01:WB,p1
A012,7,PLAT:BET:H02:WB,p1
A012,7,PLAT:BET:S15:WB,p1
A012,7,SEC:BET:H01_H02:WB,p1
A012,7,SEC:BET:H02_S15:WB,p1
A012,8,PLAT:BET:H01:WB,p1
A012,8,PLAT:BET:H02:WB,p1
A012,8,PLAT:BET:S15:WB,p1
A012,8,SEC:BET:H01_H02:WB,p1
A012,8,SEC:BET:H02_S15:WB,p1
A012,16,PLAT:BET:H01:WB,p1
A012,16,PLAT:BET:H02:WB,p1
A012,16,PLAT:BET:S15:WB,p1
A012,16,SEC:BET:H01_H02:WB,p1
A012,16,SEC:BET:H02_S15:WB,p1
A012,17,PLAT:BET:H01:WB,p1
A012,17,PLAT:BET:H02:WB,p1
A012,17,PLAT:BET:S15:WB,p1
A012,17,SEC:BET:H01_H02:WB,p1
A012,17,SEC:BET:H02_S15:WB,p1
A013,21,PLAT:ALP:S05:WB,p1
A013,21,PLAT:ALP:S06:WB,p1
A013,21,SEC:ALP:S05_S06:WB,p1
A013,23,PLAT:ALP:S05:WB,p1
A013,23,PLAT:ALP:S06:WB,p1
A013,23,SEC:ALP:S05_S06:WB,p1
A013,24,PLAT:ALP:S05:WB,p1
A013,24,PLAT:ALP:S06:WB,p1
A013,24,SEC:ALP:S05_S06:WB,p1
A013,25,PLAT:ALP:S05:WB,p1
A013,25,PLAT:ALP:S06:WB,p1
A013,25,SEC:ALP:S05_S06:WB,p1
A013,26,PLAT:ALP:S05:WB,p1
A013,26,PLAT:ALP:S06:WB,p1
A013,26,SEC:ALP:S05_S06:WB,p1
A014,13,PLAT:ALP:S07:EB,p1
A014,13,PLAT:ALP:S08:EB,p1
A014,13,SEC:ALP:S07_S08:EB,p1
A014,14,PLAT:ALP:S07:EB,p1
A014,14,PLAT:ALP:S08:EB,p1
A014,14,SEC:ALP:S07_S08:EB,p1
A014,15,PLAT:ALP:S07:EB,p1
A014,15,PLAT:ALP:S08:EB,p1
A014,15,SEC:ALP:S07_S08:EB,p1
A014,16,PLAT:ALP:S07:EB,p1
A014,16,PLAT:ALP:S08:EB,p1
A014,16,SEC:ALP:S07_S08:EB,p1
A014,17,PLAT:ALP:S07:EB,p1
A014,17,PLAT:ALP:S08:EB,p1
A014,17,SEC:ALP:S07_S08:EB,p1
A014,20,PLAT:ALP:S07:EB,p1
A014,20,PLAT:ALP:S08:EB,p1
A014,20,SEC:ALP:S07_S08:EB,p1
A014,26,PLAT:ALP:S07:EB,p1
A014,26,PLAT:ALP:S08:EB,p1
A014,26,SEC:ALP:S07_S08:EB,p1
A017,17,PLAT:BET:H01:EB,p1
A017,17,PLAT:BET:H02:EB,p1
A017,17,PLAT:BET:S15:EB,p1
A017,17,PLAT:BET:S16:EB,p1
A017,17,SEC:BET:H01_H02:EB,p1
A017,17,SEC:BET:H02_S15:EB,p1
A017,17,SEC:BET:S15_S16:EB,p1
A017,19,PLAT:BET:H01:EB,p1
A017,19,PLAT:BET:H02:EB,p1
A017,19,PLAT:BET:S15:EB,p1
A017,19,PLAT:BET:S16:EB,p1
A017,19,SEC:BET:H01_H02:EB,p1
A017,19,SEC:BET:H02_S15:EB,p1
A017,19,SEC:BET:S15_S16:EB,p2
A017,21,PLAT:BET:H01:EB,p1
A017,21,PLAT:BET:H02:EB,p1
A017,21,PLAT:BET:S15:EB,p2
A017,21,PLAT:BET:S16:EB,p1
A017,21,SEC:BET:H01_H02:EB,p1
A017,21,SEC:BET:H02_S15:EB,p1
A017,21,SEC:BET:S15_S16:EB,p2
A017,23,PLAT:BET:H01:EB,p1
A017,23,PLAT:BET:H02:EB,p1
A017,23,PLAT:BET:S15:EB,p2
A017,23,PLAT:BET:S16:EB,p1
A017,23,SEC:BET:H01_H02:EB,p1
A017,23,SEC:BET:H02_S15:EB,p2
A017,23,SEC:BET:S15_S16:EB,p1
A017,24,PLAT:BET:H01:EB,p1
A017,24,PLAT:BET:H02:EB,p1
A017,24,PLAT:BET:S15:EB,p1
A017,24,PLAT:BET:S16:EB,p1
A017,24,SEC:BET:H01_H02:EB,p1
A017,24,SEC:BET:H02_S15:EB,p1
A017,24,SEC:BET:S15_S16:EB,p1
A017,25,PLAT:BET:H01:EB,p1
A017,25,PLAT:BET:H02:EB,p1
A017,25,PLAT:BET:S15:EB,p1
A017,25,PLAT:BET:S16:EB,p1
A017,25,SEC:BET:H01_H02:EB,p1
A017,25,SEC:BET:H02_S15:EB,p1
A017,25,SEC:BET:S15_S16:EB,p1
A017,26,PLAT:BET:H01:EB,p1
A017,26,PLAT:BET:H02:EB,p1
A017,26,PLAT:BET:S15:EB,p1
A017,26,PLAT:BET:S16:EB,p1
A017,26,SEC:BET:H01_H02:EB,p1
A017,26,SEC:BET:H02_S15:EB,p1
A017,26,SEC:BET:S15_S16:EB,p1
A019,17,PLAT:BET:S16:EB,p1
A019,17,PLAT:BET:S17:EB,p1
A019,17,SEC:BET:S16_S17:EB,p1
A019,22,PLAT:BET:S16:EB,p1
A019,22,PLAT:BET:S17:EB,p1
A019,22,SEC:BET:S16_S17:EB,p1
A020,14,PLAT:ALP:H01:WB,p1
A020,14,PLAT:ALP:H02:WB,p1
A020,14,PLAT:ALP:S04:WB,p1
A020,14,PLAT:ALP:S05:WB,p1
A020,14,SEC:ALP:H01_H02:WB,p1
A020,14,SEC:ALP:H02_S05:WB,p1
A020,14,SEC:ALP:S04_H01:WB,p1
A020,24,PLAT:ALP:H01:WB,p1
A020,24,PLAT:ALP:H02:WB,p1
A020,24,PLAT:ALP:S04:WB,p1
A020,24,PLAT:ALP:S05:WB,p1
A020,24,SEC:ALP:H01_H02:WB,p1
A020,24,SEC:ALP:H02_S05:WB,p1
A020,24,SEC:ALP:S04_H01:WB,p1
A021,11,PLAT:BET:S11:WB,p1
A021,11,PLAT:BET:S12:WB,p1
A021,11,PLAT:BET:S13:WB,p1
A021,11,SEC:BET:S11_S12:WB,p1
A021,11,SEC:BET:S12_S13:WB,p1
A021,12,PLAT:BET:S11:WB,p1
A021,12,PLAT:BET:S12:WB,p1
A021,12,PLAT:BET:S13:WB,p1
A021,12,SEC:BET:S11_S12:WB,p1
A021,12,SEC:BET:S12_S13:WB,p1
A021,13,PLAT:BET:S11:WB,p1
A021,13,PLAT:BET:S12:WB,p1
A021,13,PLAT:BET:S13:WB,p1
A021,13,SEC:BET:S11_S12:WB,p1
A021,13,SEC:BET:S12_S13:WB,p1
A023,21,PLAT:ALP:S03:WB,p1
A023,21,PLAT:ALP:S04:WB,p1
A023,21,SEC:ALP:S03_S04:WB,p1
A023,23,PLAT:ALP:S03:WB,p1
A023,23,PLAT:ALP:S04:WB,p1
A023,23,SEC:ALP:S03_S04:WB,p1
A023,24,PLAT:ALP:S03:WB,p1
A023,24,PLAT:ALP:S04:WB,p1
A023,24,SEC:ALP:S03_S04:WB,p1
A023,25,PLAT:ALP:S03:WB,p1
A023,25,PLAT:ALP:S04:WB,p1
A023,25,SEC:ALP:S03_S04:WB,p1
A023,26,PLAT:ALP:S03:WB,p1
A023,26,PLAT:ALP:S04:WB,p1
A023,26,SEC:ALP:S03_S04:WB,p1
A023,27,PLAT:ALP:S03:WB,p1
A023,27,PLAT:ALP:S04:WB,p1
A023,27,SEC:ALP:S03_S04:WB,p1
A023,29,PLAT:ALP:S03:WB,p1
A023,29,PLAT:ALP:S04:WB,p1
A023,29,SEC:ALP:S03_S04:WB,p1
A025,11,PLAT:ALP:S01:EB,p1
A025,11,PLAT:ALP:S02:EB,p1
A025,11,PLAT:ALP:S03:EB,p1
A025,11,SEC:ALP:S01_S02:EB,p1
A025,11,SEC:ALP:S02_S03:EB,p1
A025,12,PLAT:ALP:S01:EB,p1
A025,12,PLAT:ALP:S02:EB,p1
A025,12,PLAT:ALP:S03:EB,p1
A025,12,SEC:ALP:S01_S02:EB,p1
A025,12,SEC:ALP:S02_S03:EB,p1
A025,14,PLAT:ALP:S01:EB,p1
A025,14,PLAT:ALP:S02:EB,p1
A025,14,PLAT:ALP:S03:EB,p1
A025,14,SEC:ALP:S01_S02:EB,p1
A025,14,SEC:ALP:S02_S03:EB,p1
A025,16,PLAT:ALP:S01:EB,p1
A025,16,PLAT:ALP:S02:EB,p1
A025,16,PLAT:ALP:S03:EB,p1
A025,16,SEC:ALP:S01_S02:EB,p1
A025,16,SEC:ALP:S02_S03:EB,p1
A025,18,PLAT:ALP:S01:EB,p1
A025,18,PLAT:ALP:S02:EB,p1
A025,18,PLAT:ALP:S03:EB,p1
A025,18,SEC:ALP:S01_S02:EB,p1
A025,18,SEC:ALP:S02_S03:EB,p1
A025,22,PLAT:ALP:S01:EB,p1
A025,22,PLAT:ALP:S02:EB,p1
A025,22,PLAT:ALP:S03:EB,p1
A025,22,SEC:ALP:S01_S02:EB,p1
A025,22,SEC:ALP:S02_S03:EB,p1
A025,26,PLAT:ALP:S01:EB,p1
A025,26,PLAT:ALP:S02:EB,p1
A025,26,PLAT:ALP:S03:EB,p1
A025,26,SEC:ALP:S01_S02:EB,p1
A025,26,SEC:ALP:S02_S03:EB,p1
A028,9,PLAT:ALP:H01:EB,p1
A028,9,PLAT:ALP:S03:EB,p1
A028,9,PLAT:ALP:S04:EB,p1
A028,9,SEC:ALP:S03_S04:EB,p1
A028,9,SEC:ALP:S04_H01:EB,p1
A028,10,PLAT:ALP:H01:EB,p1
A028,10,PLAT:ALP:S03:EB,p1
A028,10,PLAT:ALP:S04:EB,p1
A028,10,SEC:ALP:S03_S04:EB,p1
A028,10,SEC:ALP:S04_H01:EB,p1
A031,1,PLAT:ALP:S06:WB,p1
A031,1,PLAT:ALP:S07:WB,p1
A031,1,PLAT:ALP:S08:WB,p1
A031,1,SEC:ALP:S06_S07:WB,p1
A031,1,SEC:ALP:S07_S08:WB,p1
A031,3,PLAT:ALP:S06:WB,p1
A031,3,PLAT:ALP:S07:WB,p1
A031,3,PLAT:ALP:S08:WB,p1
A031,3,SEC:ALP:S06_S07:WB,p1
A031,3,SEC:ALP:S07_S08:WB,p1
A035,7,PLAT:ALP:S02:WB,p1
A035,7,PLAT:ALP:S03:WB,p1
A035,7,PLAT:ALP:S04:WB,p1
A035,7,SEC:ALP:S02_S03:WB,p1
A035,7,SEC:ALP:S03_S04:WB,p1
A035,8,PLAT:ALP:S02:WB,p1
A035,8,PLAT:ALP:S03:WB,p1
A035,8,PLAT:ALP:S04:WB,p1
A035,8,SEC:ALP:S02_S03:WB,p1
A035,8,SEC:ALP:S03_S04:WB,p1
A035,16,PLAT:ALP:S02:WB,p1
A035,16,PLAT:ALP:S03:WB,p1
A035,16,PLAT:ALP:S04:WB,p1
A035,16,SEC:ALP:S02_S03:WB,p1
A035,16,SEC:ALP:S03_S04:WB,p1
A036,22,PLAT:BET:H01:EB,p1
A036,22,PLAT:BET:S14:EB,p1
A036,22,SEC:BET:S14_H01:EB,p1
A036,23,PLAT:BET:H01:EB,p1
A036,23,PLAT:BET:S14:EB,p1
A036,23,SEC:BET:S14_H01:EB,p1
A036,24,PLAT:BET:H01:EB,p1
A036,24,PLAT:BET:S14:EB,p1
A036,24,SEC:BET:S14_H01:EB,p1
A036,25,PLAT:BET:H01:EB,p1
A036,25,PLAT:BET:S14:EB,p1
A036,25,SEC:BET:S14_H01:EB,p1
A036,26,PLAT:BET:H01:EB,p1
A036,26,PLAT:BET:S14:EB,p1
A036,26,SEC:BET:S14_H01:EB,p1
A037,10,PLAT:BET:S15:EB,p2
A037,10,PLAT:BET:S16:EB,p1
A037,10,PLAT:BET:S17:EB,p1
A037,10,SEC:BET:S15_S16:EB,p1
A037,10,SEC:BET:S16_S17:EB,p1
A037,13,PLAT:BET:S15:EB,p1
A037,13,PLAT:BET:S16:EB,p1
A037,13,PLAT:BET:S17:EB,p1
A037,13,SEC:BET:S15_S16:EB,p1
A037,13,SEC:BET:S16_S17:EB,p1
A038,18,PLAT:BET:S17:EB,p1
A038,18,PLAT:BET:S18:EB,p1
A038,18,SEC:BET:S17_S18:EB,p1
A038,20,PLAT:BET:S17:EB,p1
A038,20,PLAT:BET:S18:EB,p1
A038,20,SEC:BET:S17_S18:EB,p1
A038,22,PLAT:BET:S17:EB,p1
A038,22,PLAT:BET:S18:EB,p1
A038,22,SEC:BET:S17_S18:EB,p1
A039,10,PLAT:BET:S11:WB,p1
A039,10,PLAT:BET:S12:WB,p1
A039,10,PLAT:BET:S13:WB,p1
A039,10,PLAT:BET:S14:WB,p1
A039,10,SEC:BET:S11_S12:WB,p1
A039,10,SEC:BET:S12_S13:WB,p1
A039,10,SEC:BET:S13_S14:WB,p1
A039,14,PLAT:BET:S11:WB,p1
A039,14,PLAT:BET:S12:WB,p1
A039,14,PLAT:BET:S13:WB,p1
A039,14,PLAT:BET:S14:WB,p1
A039,14,SEC:BET:S11_S12:WB,p1
A039,14,SEC:BET:S12_S13:WB,p1
A039,14,SEC:BET:S13_S14:WB,p1
A039,18,PLAT:BET:S11:WB,p1
A039,18,PLAT:BET:S12:WB,p1
A039,18,PLAT:BET:S13:WB,p1
A039,18,PLAT:BET:S14:WB,p1
A039,18,SEC:BET:S11_S12:WB,p1
A039,18,SEC:BET:S12_S13:WB,p1
A039,18,SEC:BET:S13_S14:WB,p1
A039,19,PLAT:BET:S11:WB,p1
A039,19,PLAT:BET:S12:WB,p1
A039,19,PLAT:BET:S13:WB,p1
A039,19,PLAT:BET:S14:WB,p1
A039,19,SEC:BET:S11_S12:WB,p1
A039,19,SEC:BET:S12_S13:WB,p1
A039,19,SEC:BET:S13_S14:WB,p1
A039,21,PLAT:BET:S11:WB,p1
A039,21,PLAT:BET:S12:WB,p1
A039,21,PLAT:BET:S13:WB,p1
A039,21,PLAT:BET:S14:WB,p1
A039,21,SEC:BET:S11_S12:WB,p1
A039,21,SEC:BET:S12_S13:WB,p1
A039,21,SEC:BET:S13_S14:WB,p1
A039,22,PLAT:BET:S11:WB,p1
A039,22,PLAT:BET:S12:WB,p1
A039,22,PLAT:BET:S13:WB,p1
A039,22,PLAT:BET:S14:WB,p1
A039,22,SEC:BET:S11_S12:WB,p1
A039,22,SEC:BET:S12_S13:WB,p1
A039,22,SEC:BET:S13_S14:WB,p1
A039,24,PLAT:BET:S11:WB,p1
A039,24,PLAT:BET:S12:WB,p1
A039,24,PLAT:BET:S13:WB,p1
A039,24,PLAT:BET:S14:WB,p1
A039,24,SEC:BET:S11_S12:WB,p1
A039,24,SEC:BET:S12_S13:WB,p1
A039,24,SEC:BET:S13_S14:WB,p1
A040,14,PLAT:BET:H01:EB,p1
A040,14,PLAT:BET:H02:EB,p1
A040,14,PLAT:BET:S15:EB,p1
A040,14,PLAT:BET:S16:EB,p1
A040,14,SEC:BET:H01_H02:EB,p1
A040,14,SEC:BET:H02_S15:EB,p1
A040,14,SEC:BET:S15_S16:EB,p1
A040,17,PLAT:BET:H01:EB,p1
A040,17,PLAT:BET:H02:EB,p1
A040,17,PLAT:BET:S15:EB,p1
A040,17,PLAT:BET:S16:EB,p1
A040,17,SEC:BET:H01_H02:EB,p1
A040,17,SEC:BET:H02_S15:EB,p1
A040,17,SEC:BET:S15_S16:EB,p1
A040,21,PLAT:BET:H01:EB,p1
A040,21,PLAT:BET:H02:EB,p1
A040,21,PLAT:BET:S15:EB,p1
A040,21,PLAT:BET:S16:EB,p2
A040,21,SEC:BET:H01_H02:EB,p1
A040,21,SEC:BET:H02_S15:EB,p1
A040,21,SEC:BET:S15_S16:EB,p1
A040,23,PLAT:BET:H01:EB,p1
A040,23,PLAT:BET:H02:EB,p1
A040,23,PLAT:BET:S15:EB,p2
A040,23,PLAT:BET:S16:EB,p1
A040,23,SEC:BET:H01_H02:EB,p1
A040,23,SEC:BET:H02_S15:EB,p2
A040,23,SEC:BET:S15_S16:EB,p2
A040,25,PLAT:BET:H01:EB,p1
A040,25,PLAT:BET:H02:EB,p1
A040,25,PLAT:BET:S15:EB,p2
A040,25,PLAT:BET:S16:EB,p1
A040,25,SEC:BET:H01_H02:EB,p1
A040,25,SEC:BET:H02_S15:EB,p1
A040,25,SEC:BET:S15_S16:EB,p2
A040,26,PLAT:BET:H01:EB,p1
A040,26,PLAT:BET:H02:EB,p1
A040,26,PLAT:BET:S15:EB,p1
A040,26,PLAT:BET:S16:EB,p1
A040,26,SEC:BET:H01_H02:EB,p1
A040,26,SEC:BET:H02_S15:EB,p1
A040,26,SEC:BET:S15_S16:EB,p1
A040,27,PLAT:BET:H01:EB,p1
A040,27,PLAT:BET:H02:EB,p1
A040,27,PLAT:BET:S15:EB,p1
A040,27,PLAT:BET:S16:EB,p2
A040,27,SEC:BET:H01_H02:EB,p1
A040,27,SEC:BET:H02_S15:EB,p1
A040,27,SEC:BET:S15_S16:EB,p2
A041,11,PLAT:BET:S15:EB,p1
A041,11,PLAT:BET:S16:EB,p1
A041,11,SEC:BET:S15_S16:EB,p1
A041,13,PLAT:BET:S15:EB,p1
A041,13,PLAT:BET:S16:EB,p2
A041,13,SEC:BET:S15_S16:EB,p2
A042,24,PLAT:BET:S15:EB,p1
A042,24,PLAT:BET:S16:EB,p1
A042,24,PLAT:BET:S17:EB,p1
A042,24,PLAT:BET:S18:EB,p1
A042,24,SEC:BET:S15_S16:EB,p1
A042,24,SEC:BET:S16_S17:EB,p1
A042,24,SEC:BET:S17_S18:EB,p1
A042,26,PLAT:BET:S15:EB,p1
A042,26,PLAT:BET:S16:EB,p1
A042,26,PLAT:BET:S17:EB,p1
A042,26,PLAT:BET:S18:EB,p1
A042,26,SEC:BET:S15_S16:EB,p1
A042,26,SEC:BET:S16_S17:EB,p1
A042,26,SEC:BET:S17_S18:EB,p1
A042,27,PLAT:BET:S15:EB,p1
A042,27,PLAT:BET:S16:EB,p1
A042,27,PLAT:BET:S17:EB,p1
A042,27,PLAT:BET:S18:EB,p1
A042,27,SEC:BET:S15_S16:EB,p1
A042,27,SEC:BET:S16_S17:EB,p1
A042,27,SEC:BET:S17_S18:EB,p1
A043,14,PLAT:BET:H02:EB,p1
A043,14,PLAT:BET:S15:EB,p1
A043,14,PLAT:BET:S16:EB,p1
A043,14,PLAT:BET:S17:EB,p1
A043,14,SEC:BET:H02_S15:EB,p1
A043,14,SEC:BET:S15_S16:EB,p1
A043,14,SEC:BET:S16_S17:EB,p1
A043,18,PLAT:BET:H02:EB,p1
A043,18,PLAT:BET:S15:EB,p1
A043,18,PLAT:BET:S16:EB,p1
A043,18,PLAT:BET:S17:EB,p1
A043,18,SEC:BET:H02_S15:EB,p1
A043,18,SEC:BET:S15_S16:EB,p1
A043,18,SEC:BET:S16_S17:EB,p1
A046,16,PLAT:ALP:S05:WB,p1
A046,16,PLAT:ALP:S06:WB,p1
A046,16,SEC:ALP:S05_S06:WB,p1
A046,21,PLAT:ALP:S05:WB,p1
A046,21,PLAT:ALP:S06:WB,p1
A046,21,SEC:ALP:S05_S06:WB,p1
A046,23,PLAT:ALP:S05:WB,p1
A046,23,PLAT:ALP:S06:WB,p2
A046,23,SEC:ALP:S05_S06:WB,p2
A046,25,PLAT:ALP:S05:WB,p1
A046,25,PLAT:ALP:S06:WB,p1
A046,25,SEC:ALP:S05_S06:WB,p1
A046,26,PLAT:ALP:S05:WB,p1
A046,26,PLAT:ALP:S06:WB,p2
A046,26,SEC:ALP:S05_S06:WB,p2
A047,18,PLAT:ALP:H02:EB,p1
A047,18,PLAT:ALP:S05:EB,p1
A047,18,PLAT:ALP:S06:EB,p1
A047,18,SEC:ALP:H02_S05:EB,p1
A047,18,SEC:ALP:S05_S06:EB,p1
A047,22,PLAT:ALP:H02:EB,p1
A047,22,PLAT:ALP:S05:EB,p1
A047,22,PLAT:ALP:S06:EB,p1
A047,22,SEC:ALP:H02_S05:EB,p1
A047,22,SEC:ALP:S05_S06:EB,p1
A048,1,PLAT:BET:S13:EB,p1
A048,1,PLAT:BET:S14:EB,p1
A048,1,SEC:BET:S13_S14:EB,p1
A048,2,PLAT:BET:S13:EB,p1
A048,2,PLAT:BET:S14:EB,p1
A048,2,SEC:BET:S13_S14:EB,p1
A048,6,PLAT:BET:S13:EB,p1
A048,6,PLAT:BET:S14:EB,p1
A048,6,SEC:BET:S13_S14:EB,p1
A049,8,PLAT:BET:H02:WB,p1
A049,8,PLAT:BET:S15:WB,p2
A049,8,PLAT:BET:S16:WB,p1
A049,8,SEC:BET:H02_S15:WB,p2
A049,8,SEC:BET:S15_S16:WB,p1
A049,16,PLAT:BET:H02:WB,p1
A049,16,PLAT:BET:S15:WB,p1
A049,16,PLAT:BET:S16:WB,p1
A049,16,SEC:BET:H02_S15:WB,p1
A049,16,SEC:BET:S15_S16:WB,p1
